Iteration	Posterior	Likelihood	Prior	correlations[1]	correlations[2]	correlations[3]	correlations[4]	correlations[5]	correlations[6]	correlations[7]	correlations[8]	correlations[9]	correlations[10]	correlations[11]	correlations[12]	correlations[13]	correlations[14]	correlations[15]	correlations[16]	correlations[17]	correlations[18]	correlations[19]	correlations[20]	correlations[21]	correlations[22]	correlations[23]	correlations[24]	correlations[25]	correlations[26]	correlations[27]	correlations[28]	correlations[29]	correlations[30]	correlations[31]	correlations[32]	correlations[33]	correlations[34]	correlations[35]	correlations[36]	proportional_rates[1]	proportional_rates[2]	proportional_rates[3]	proportional_rates[4]	proportional_rates[5]	proportional_rates[6]	proportional_rates[7]	proportional_rates[8]	proportional_rates[9]	relative_rates[1]	relative_rates[2]	relative_rates[3]	relative_rates[4]	relative_rates[5]	relative_rates[6]	relative_rates[7]	relative_rates[8]	relative_rates[9]	sigma2
420	108.1444	96.12587	12.01852	0.661684	0.417436	0.573118	0.508319	0.727638	0.532641	0.264552	0.789412	0.634961	0.227391	0.356522	0.75476	0.53881	0.22105	0.670249	0.00268778	0.207527	0.723002	0.480817	-0.0775307	0.639324	0.232008	0.183331	-0.129793	0.138456	0.148393	0.527677	0.460309	0.504539	0.564939	0.778741	0.0827769	0.930256	-0.176878	0.805873	0.13057	0.0434483	0.0585236	0.0963639	0.205701	0.0342515	0.0428155	0.1342	0.339213	0.045483	0.391035	0.526712	0.867275	1.85131	0.308263	0.385339	1.2078	3.05292	0.409347	0.3576115
430	100.5266	88.46949	12.0571	0.653484	0.398619	0.552403	0.507911	0.750637	0.524091	0.31504	0.808821	0.545207	0.124967	0.318205	0.72497	0.563303	0.214843	0.664801	0.0281472	0.257156	0.73148	0.530732	-0.0888999	0.613563	0.216232	0.182972	-0.136534	0.133104	0.151661	0.547686	0.413148	0.440864	0.54281	0.78255	0.11054	0.914163	-0.187043	0.787846	0.148833	0.0433009	0.0668997	0.0887842	0.200202	0.0367334	0.045918	0.143925	0.325459	0.0487787	0.389709	0.602097	0.799058	1.80182	0.3306	0.413262	1.29532	2.92913	0.439008	0.3440801
440	104.3965	92.23847	12.15807	0.617855	0.424548	0.547385	0.540823	0.766898	0.574172	0.298791	0.801839	0.587152	0.110356	0.321489	0.724158	0.58522	0.20669	0.612853	-0.00944407	0.228492	0.6742	0.534316	-0.0868696	0.567596	0.278388	0.180822	-0.139319	0.154941	0.147857	0.496291	0.438356	0.467029	0.564152	0.784893	0.0833193	0.932395	-0.17163	0.779287	0.1342	0.043943	0.0814373	0.1083	0.149476	0.037278	0.0453937	0.150013	0.330284	0.0538741	0.395487	0.732936	0.974704	1.34528	0.335502	0.408543	1.35012	2.97256	0.484867	0.3110339
450	98.13277	85.87928	12.25349	0.606554	0.416988	0.495273	0.536071	0.749394	0.573945	0.280785	0.797966	0.595009	0.0883277	0.390489	0.745492	0.576238	0.175528	0.709781	0.0184037	0.396064	0.655386	0.53366	-0.0994699	0.561411	0.358181	0.181054	-0.13373	0.158463	0.137125	0.542065	0.430349	0.472446	0.568544	0.780989	0.0372886	0.937344	-0.191624	0.800953	0.126253	0.0490102	0.0775993	0.120789	0.133331	0.0428269	0.0506282	0.167312	0.294538	0.0639656	0.441092	0.698394	1.0871	1.19998	0.385442	0.455654	1.50581	2.65084	0.57569	0.2827276
460	109.5187	97.29119	12.22749	0.58953	0.465027	0.495219	0.613299	0.78572	0.570331	0.288774	0.815855	0.62344	0.042489	0.384729	0.800663	0.583243	0.184349	0.692815	-0.0399551	0.287997	0.667883	0.479829	-0.0351507	0.587456	0.358513	0.167534	-0.177101	0.179174	0.139165	0.560661	0.434297	0.459806	0.59935	0.807017	0.0246141	0.917906	-0.238619	0.782659	0.100671	0.0412875	0.0843256	0.101756	0.144016	0.0360785	0.0426505	0.165958	0.331054	0.0528739	0.371588	0.75893	0.915803	1.29614	0.324707	0.383855	1.49362	2.97949	0.475865	0.2901734
470	106.7806	94.56712	12.21347	0.589112	0.550526	0.465913	0.650677	0.786111	0.601016	0.232946	0.809464	0.633084	0.109623	0.348545	0.806273	0.56237	0.182735	0.704823	-0.0290485	0.316648	0.67904	0.485439	0.004356	0.622351	0.309988	0.178955	-0.167149	0.18418	0.123026	0.597584	0.400512	0.482125	0.649867	0.804533	0.0305361	0.920419	-0.254997	0.76768	0.132565	0.0397657	0.0883214	0.0999726	0.138708	0.0348636	0.0410785	0.187514	0.318852	0.050925	0.357891	0.794893	0.899754	1.24837	0.313772	0.369706	1.68762	2.86967	0.458325	0.2942704
480	112.273	100.1969	12.07616	0.572338	0.551204	0.470735	0.677877	0.797345	0.587149	0.277041	0.822708	0.590181	0.0553281	0.359913	0.775937	0.59671	0.141509	0.650303	0.0411093	0.316084	0.666337	0.44088	-0.0183473	0.664569	0.374039	0.147505	-0.158327	0.189393	0.127614	0.592681	0.382302	0.467809	0.653995	0.814816	0.0318948	0.909449	-0.31008	0.755125	0.148664	0.0402407	0.0914818	0.0938145	0.143671	0.0311268	0.0425484	0.173269	0.333653	0.050195	0.362166	0.823336	0.844331	1.29304	0.280141	0.382935	1.55942	3.00288	0.451755	0.3375843
490	116.5952	104.4493	12.14592	0.560513	0.540999	0.457499	0.67234	0.809044	0.584803	0.283238	0.844331	0.583723	0.128416	0.309484	0.763874	0.577528	0.120406	0.611349	0.0232696	0.353283	0.712438	0.45189	0.0537891	0.66304	0.367957	0.165413	-0.17719	0.194393	0.114969	0.596836	0.388261	0.352396	0.690832	0.79532	0.011135	0.933171	-0.294355	0.751808	0.12269	0.0435533	0.0922783	0.100662	0.157773	0.0315011	0.0467248	0.165621	0.306797	0.055089	0.39198	0.830505	0.905959	1.41996	0.28351	0.420523	1.49059	2.76117	0.495801	0.3148356
500	116.9759	104.8695	12.10646	0.589398	0.521552	0.462749	0.69682	0.829938	0.611173	0.271606	0.857567	0.530596	0.172519	0.322956	0.731731	0.566659	0.104142	0.561757	-0.00696523	0.371769	0.710103	0.489579	0.0317951	0.658344	0.399958	0.165576	-0.179584	0.213628	0.118126	0.613363	0.400435	0.351307	0.674218	0.793664	0.0620465	0.907015	-0.297777	0.77444	0.135551	0.0442992	0.0778308	0.106908	0.164044	0.0326466	0.0485818	0.187209	0.278085	0.060396	0.398693	0.700477	0.962173	1.47639	0.29382	0.437236	1.68488	2.50276	0.543564	0.3275081
510	117.068	104.8872	12.18081	0.639375	0.521454	0.484868	0.663786	0.826292	0.612671	0.261679	0.868779	0.541433	0.190961	0.314135	0.737057	0.560193	0.23834	0.588936	-0.0298718	0.361339	0.714225	0.497356	-0.0121596	0.647976	0.390407	0.183905	-0.171231	0.205834	0.131924	0.667751	0.400828	0.33668	0.67095	0.795805	0.0636356	0.91776	-0.287737	0.795483	0.118382	0.0459712	0.080152	0.10689	0.170235	0.0338788	0.0435225	0.168094	0.288581	0.0626756	0.413741	0.721368	0.962011	1.53212	0.30491	0.391703	1.51284	2.59723	0.56408	0.3040394
520	120.8647	108.741	12.12374	0.633768	0.536036	0.483697	0.646509	0.845028	0.59504	0.263892	0.863194	0.527991	0.200063	0.386303	0.734738	0.544932	0.242951	0.622242	-0.0267308	0.349697	0.717078	0.505376	-0.030754	0.651408	0.404714	0.198617	-0.167863	0.212835	0.134602	0.636308	0.407677	0.345731	0.69507	0.798621	0.0549891	0.924793	-0.280965	0.793129	0.121783	0.04944	0.0862	0.114956	0.181347	0.0364352	0.0530287	0.180777	0.235552	0.0622642	0.44496	0.7758	1.0346	1.63212	0.327917	0.477258	1.62699	2.11997	0.560378	0.3218962
530	115.7976	103.837	11.96058	0.656471	0.549212	0.475997	0.660618	0.852535	0.622606	0.233889	0.845409	0.522987	0.176211	0.347606	0.746679	0.569073	0.210785	0.616643	-0.00554509	0.336005	0.688592	0.47861	0.04242	0.649288	0.402208	0.198774	-0.158085	0.156371	0.154347	0.676858	0.405805	0.358267	0.71512	0.805489	0.0834333	0.948609	-0.285354	0.790103	0.135012	0.0508969	0.0822707	0.109716	0.174038	0.0419581	0.0506114	0.206269	0.224815	0.059426	0.458072	0.740436	0.98744	1.56634	0.377623	0.455503	1.85642	2.02333	0.534834	0.3789451
540	123.5417	111.3393	12.2024	0.658925	0.549005	0.455109	0.673921	0.851083	0.634849	0.238521	0.875353	0.541273	0.129659	0.292127	0.738824	0.619691	0.236786	0.643771	-0.0416684	0.340606	0.658449	0.465106	0.105644	0.664196	0.403336	0.200342	-0.170399	0.179178	0.158943	0.654453	0.397888	0.3281	0.697177	0.817517	0.0651973	0.948218	-0.259197	0.814915	0.0948028	0.0474128	0.0787871	0.110454	0.175208	0.0429792	0.0509519	0.207657	0.226327	0.0602237	0.426715	0.709084	0.994082	1.57687	0.386813	0.458567	1.86891	2.03694	0.542013	0.2975475
550	122.2273	110.2298	11.99754	0.63267	0.58481	0.463468	0.691721	0.845109	0.635312	0.21904	0.873111	0.567296	0.145885	0.289139	0.757568	0.627389	0.237277	0.637388	-0.00845769	0.359082	0.667859	0.44676	0.111463	0.648017	0.395018	0.184448	-0.151731	0.192563	0.129783	0.655021	0.390613	0.319401	0.699002	0.819647	0.056561	0.933312	-0.27041	0.809147	0.0876225	0.0478723	0.0778523	0.106157	0.173067	0.0424693	0.0526311	0.205193	0.23525	0.0595091	0.43085	0.700671	0.955409	1.5576	0.382223	0.47368	1.84674	2.11725	0.535582	0.3651951
560	123.5752	111.5148	12.06046	0.664591	0.576437	0.448348	0.681655	0.859595	0.626318	0.214531	0.866471	0.60867	0.0429557	0.376486	0.752196	0.661469	0.178497	0.671394	-0.00505368	0.385467	0.671387	0.422802	0.077606	0.674341	0.42408	0.176553	-0.162716	0.171985	0.126207	0.648498	0.413963	0.360158	0.704895	0.793021	0.0622591	0.943798	-0.280518	0.793616	0.0891173	0.0457293	0.0806875	0.101537	0.197053	0.0354891	0.0487088	0.196008	0.237943	0.0568452	0.411564	0.726187	0.91383	1.77348	0.319402	0.438379	1.76407	2.14149	0.511607	0.3429231
570	117.4854	105.3604	12.12506	0.686609	0.600269	0.428068	0.692338	0.847351	0.630657	0.218956	0.861518	0.648252	0.063349	0.373246	0.790485	0.668962	0.166615	0.678171	-0.0141676	0.384922	0.649607	0.414073	0.0897011	0.669734	0.425421	0.214857	-0.182941	0.157386	0.113157	0.691397	0.423437	0.373537	0.727645	0.798782	0.0413425	0.931181	-0.24327	0.794844	0.089345	0.0463222	0.0767202	0.1067	0.187364	0.0267927	0.0463139	0.18637	0.261282	0.0621359	0.4169	0.690481	0.960296	1.68628	0.241135	0.416825	1.67733	2.35153	0.559223	0.3214715
580	119.1945	107.11	12.08448	0.676102	0.593073	0.448781	0.701319	0.850288	0.60655	0.23072	0.837099	0.550612	0.0493009	0.394032	0.765373	0.636945	0.206882	0.709602	-0.00574302	0.39617	0.647952	0.434333	0.0815937	0.665564	0.405873	0.239904	-0.199515	0.124603	0.103522	0.667638	0.416202	0.359994	0.675249	0.794557	0.0378791	0.939271	-0.216432	0.809978	0.0750801	0.0483026	0.085209	0.0898057	0.218946	0.0279382	0.0482939	0.192019	0.230422	0.0590635	0.434723	0.766881	0.808251	1.97052	0.251444	0.434645	1.72817	2.0738	0.531571	0.3347869
590	121.5489	109.4587	12.09015	0.674783	0.564565	0.451742	0.682569	0.868925	0.626577	0.245947	0.836065	0.617082	0.110365	0.442808	0.78488	0.605542	0.213814	0.688354	-0.0119167	0.355091	0.677228	0.417235	0.0953363	0.634881	0.376094	0.232559	-0.216554	0.135583	0.0750541	0.688207	0.382485	0.354979	0.666748	0.772678	0.0705422	0.929244	-0.211515	0.812782	0.0981644	0.0474307	0.0876104	0.0947941	0.22013	0.0297995	0.0474222	0.188553	0.226263	0.0579973	0.426876	0.788493	0.853147	1.98117	0.268196	0.4268	1.69698	2.03637	0.521976	0.3328917
600	123.2457	111.2767	11.96893	0.688846	0.547112	0.455042	0.685613	0.863223	0.615764	0.24283	0.882633	0.606959	0.142534	0.440392	0.774453	0.617348	0.24347	0.702398	-0.0153082	0.340402	0.648623	0.430473	0.106884	0.66187	0.381151	0.233756	-0.213677	0.101695	0.107924	0.702585	0.416689	0.350584	0.650051	0.780907	0.063924	0.930291	-0.208694	0.823627	0.10783	0.0469886	0.0617262	0.0975759	0.220498	0.0355449	0.0488138	0.194086	0.237068	0.0576979	0.422897	0.555536	0.878183	1.98449	0.319904	0.439324	1.74677	2.13361	0.519281	0.375793
610	124.8587	112.7811	12.07764	0.673723	0.548019	0.452188	0.633675	0.842534	0.605737	0.214182	0.861148	0.607191	0.184497	0.466076	0.781067	0.59792	0.254026	0.727187	-0.0328725	0.356421	0.654927	0.426419	0.0828707	0.662052	0.380132	0.213246	-0.214167	0.129613	0.117945	0.686118	0.423741	0.346071	0.683305	0.786027	0.0505256	0.949639	-0.201789	0.809258	0.12599	0.0413351	0.0809512	0.0982142	0.191192	0.0350443	0.0481265	0.191353	0.256898	0.0568855	0.372016	0.72856	0.883928	1.72073	0.315399	0.433138	1.72218	2.31208	0.511969	0.3370846
620	119.2334	107.157	12.07636	0.655756	0.508809	0.459013	0.683576	0.840225	0.614145	0.218588	0.8536	0.716983	0.165634	0.505366	0.783857	0.577077	0.270833	0.765853	-0.0163761	0.407331	0.656518	0.434947	0.0848818	0.656532	0.368726	0.183066	-0.21955	0.143168	0.141586	0.678411	0.427747	0.335641	0.685879	0.803781	0.0759879	0.940289	-0.22434	0.807443	0.120474	0.0408202	0.0797975	0.0903386	0.198701	0.0356944	0.0561801	0.188969	0.253698	0.0558015	0.367382	0.718178	0.813047	1.78831	0.321249	0.505621	1.70072	2.28328	0.502214	0.3375143
630	118.5061	106.412	12.09407	0.655909	0.510744	0.460771	0.661336	0.801407	0.637585	0.182155	0.865871	0.654776	0.126428	0.481317	0.792597	0.576856	0.247278	0.752235	-0.0710068	0.359639	0.638522	0.431672	-0.0824214	0.634573	0.359128	0.152832	-0.157983	0.167679	0.118071	0.742048	0.428873	0.352615	0.702164	0.79482	0.0628947	0.937173	-0.250765	0.81469	0.12179	0.0421246	0.0783147	0.113489	0.159775	0.0355425	0.0580227	0.195167	0.262018	0.0555464	0.379122	0.704833	1.0214	1.43797	0.319883	0.522204	1.7565	2.35816	0.499918	0.3315893
640	113.811	101.6587	12.15234	0.675974	0.509083	0.456662	0.670428	0.811092	0.640201	0.149012	0.845734	0.65441	0.15103	0.522367	0.770936	0.589185	0.246423	0.741794	-0.0620131	0.336334	0.616506	0.411582	-0.0763044	0.665548	0.3393	0.131194	-0.158815	0.137273	0.115821	0.640013	0.43788	0.322502	0.694825	0.796004	0.0607068	0.954075	-0.190396	0.787533	0.0679504	0.0459354	0.0783228	0.107813	0.211006	0.0305904	0.0474724	0.187734	0.23934	0.0517845	0.413418	0.704905	0.97032	1.89906	0.275314	0.427252	1.68961	2.15406	0.466061	0.3128219
650	115.3323	103.1394	12.19284	0.687446	0.573281	0.465219	0.663135	0.836472	0.608221	0.125331	0.845028	0.627059	0.14741	0.560262	0.780668	0.601006	0.236926	0.727622	-0.0372399	0.343316	0.584995	0.403247	-0.0734993	0.623267	0.319049	0.205796	-0.173788	0.149548	0.104433	0.671524	0.47705	0.33626	0.698092	0.806926	0.0420953	0.939293	-0.192729	0.783737	0.0627858	0.0443627	0.0783016	0.103719	0.210949	0.0305821	0.0474596	0.168012	0.262227	0.0543861	0.399265	0.704714	0.933474	1.89854	0.275239	0.427136	1.51211	2.36004	0.489475	0.3004047
660	118.9814	106.7991	12.18231	0.692289	0.537174	0.514587	0.62942	0.806157	0.619642	0.137047	0.818821	0.60217	0.151429	0.542018	0.762391	0.612331	0.269227	0.702134	-0.0515509	0.31582	0.579936	0.430475	-0.108095	0.617824	0.301617	0.190979	-0.13717	0.169873	0.114895	0.720678	0.484606	0.337977	0.675046	0.801121	0.0900217	0.936361	-0.223624	0.827355	0.0535031	0.0497429	0.0687449	0.11109	0.22594	0.0267138	0.0508322	0.176179	0.23456	0.0561973	0.447686	0.618704	0.99981	2.03346	0.240424	0.45749	1.58561	2.11104	0.505776	0.3035854
670	117.2793	105.0097	12.26951	0.704971	0.53135	0.508691	0.635235	0.786053	0.635872	0.14399	0.845539	0.580017	0.183338	0.512992	0.781425	0.613533	0.261627	0.705406	-0.0557229	0.3226	0.583132	0.450723	-0.100141	0.637182	0.303672	0.15707	-0.156463	0.164432	0.116752	0.690841	0.524312	0.316618	0.671849	0.792873	0.125213	0.896157	-0.189165	0.815806	0.0767867	0.0508794	0.0702626	0.113628	0.20032	0.0346962	0.0526086	0.180205	0.239919	0.0574813	0.457915	0.632364	1.02265	1.80288	0.312266	0.473477	1.62184	2.15927	0.517332	0.2782341
680	105.6061	93.27566	12.33042	0.72516	0.544158	0.46271	0.63573	0.805326	0.595229	0.14898	0.856787	0.55767	0.168643	0.499178	0.789253	0.602864	0.293587	0.729814	-0.00561505	0.335247	0.578422	0.50671	-0.0381216	0.678572	0.321197	0.154541	-0.15989	0.115297	0.154899	0.709458	0.503895	0.362021	0.691429	0.795838	0.140768	0.934854	-0.181459	0.825302	0.0962823	0.049854	0.0702816	0.111338	0.209134	0.0339969	0.0492838	0.176573	0.243217	0.0563228	0.448686	0.632535	1.00204	1.8822	0.305972	0.443554	1.58915	2.18895	0.506905	0.2617928
690	121.44	109.3224	12.11757	0.746116	0.53379	0.433602	0.651867	0.807761	0.611044	0.266113	0.869342	0.582157	0.160517	0.460518	0.790118	0.615788	0.298448	0.719301	-0.117348	0.314423	0.649017	0.490485	-0.0356702	0.652861	0.335076	0.18229	-0.142965	0.109709	0.140755	0.733664	0.455677	0.328611	0.715834	0.778176	0.109692	0.916416	-0.245346	0.795598	0.104314	0.0505983	0.0713309	0.110002	0.17868	0.0345044	0.0500195	0.200854	0.246848	0.0571637	0.455384	0.641978	0.990019	1.60812	0.31054	0.450176	1.80768	2.22163	0.514473	0.3238899
700	119.7035	107.606	12.09749	0.739032	0.518373	0.441271	0.628379	0.824337	0.611581	0.273315	0.836845	0.60672	0.152036	0.487051	0.810175	0.618495	0.301977	0.728174	-0.0988288	0.281616	0.633985	0.515182	-0.0530132	0.636141	0.321914	0.183794	-0.153089	0.177111	0.138747	0.721259	0.449044	0.325788	0.69247	0.771759	0.10854	0.925695	-0.246886	0.815199	0.107806	0.0506814	0.0714482	0.110183	0.178973	0.0345612	0.0501018	0.19954	0.247254	0.0572576	0.456133	0.643033	0.991647	1.61076	0.311051	0.450916	1.79586	2.22528	0.515319	0.330458
710	125.0189	112.9115	12.10734	0.780298	0.51626	0.445308	0.620074	0.819402	0.609268	0.285154	0.857077	0.639658	0.210257	0.494844	0.802609	0.589608	0.296913	0.717354	-0.108575	0.324182	0.69708	0.483317	-0.0648077	0.666278	0.369068	0.18663	-0.154108	0.197128	0.146546	0.714768	0.45982	0.32053	0.704727	0.773216	0.117305	0.940193	-0.25894	0.773854	0.114931	0.0487201	0.0640556	0.10702	0.161305	0.0332236	0.0481628	0.191818	0.284992	0.0607041	0.438481	0.576501	0.963179	1.45174	0.299013	0.433466	1.72636	2.56493	0.546336	0.3272196
720	122.8983	110.688	12.2103	0.763101	0.527235	0.430843	0.62861	0.811318	0.618342	0.2999	0.845398	0.633188	0.211	0.513218	0.806396	0.615279	0.286513	0.730288	-0.100172	0.327598	0.691881	0.464723	-0.0111958	0.64029	0.365382	0.162403	-0.131193	0.217705	0.117344	0.705133	0.403128	0.306656	0.710842	0.747588	0.113712	0.933503	-0.287423	0.782037	0.123682	0.0441798	0.0697891	0.103408	0.174699	0.0359462	0.0520495	0.171497	0.287016	0.0614142	0.397618	0.628102	0.930676	1.57229	0.323516	0.468446	1.54348	2.58315	0.552728	0.2952046
730	122.8659	110.7838	12.08209	0.736872	0.536576	0.441546	0.650996	0.808115	0.634075	0.288791	0.884625	0.644758	0.275754	0.47641	0.805254	0.58297	0.264862	0.741797	-0.146079	0.317228	0.672255	0.478993	0.0951819	0.657912	0.390187	0.174056	-0.129256	0.206514	0.138833	0.653228	0.393478	0.309982	0.676002	0.763112	0.0771343	0.933425	-0.300029	0.797242	0.135061	0.0476342	0.0628768	0.126325	0.166034	0.0315291	0.0485697	0.192316	0.267828	0.0568878	0.428707	0.565891	1.13692	1.49431	0.283762	0.437128	1.73084	2.41045	0.51199	0.3355872
740	116.9734	104.7597	12.21368	0.741353	0.542412	0.43369	0.692045	0.82918	0.613507	0.294479	0.904853	0.646436	0.284407	0.607018	0.832303	0.61345	0.260305	0.765507	-0.112452	0.32145	0.697171	0.468948	0.0528373	0.661044	0.336182	0.189741	-0.144183	0.232661	0.144266	0.635994	0.452298	0.331921	0.665944	0.766711	0.0848367	0.910208	-0.261397	0.756933	0.175289	0.0469194	0.079915	0.104106	0.184575	0.0363162	0.0478409	0.180485	0.263809	0.0560341	0.422274	0.719235	0.936956	1.66117	0.326846	0.430568	1.62436	2.37428	0.504307	0.2942086
750	120.5332	108.3682	12.16493	0.765937	0.557105	0.405521	0.635572	0.819473	0.629799	0.298376	0.892601	0.544116	0.288099	0.615425	0.834289	0.605924	0.301943	0.749951	-0.176111	0.278362	0.65293	0.479246	0.0754649	0.684273	0.363123	0.219786	-0.140416	0.201766	0.11608	0.689477	0.453019	0.324013	0.63952	0.754855	0.0721476	0.905326	-0.262592	0.770651	0.189864	0.0452206	0.0770215	0.100337	0.177892	0.0350013	0.051202	0.176421	0.283379	0.0535261	0.406985	0.693194	0.903032	1.60103	0.315012	0.460818	1.58779	2.55041	0.481735	0.3089078
760	113.9479	101.7808	12.1671	0.756698	0.542932	0.390537	0.617087	0.82191	0.611164	0.285341	0.876408	0.539133	0.313131	0.634051	0.847176	0.581017	0.303616	0.746836	-0.129207	0.212126	0.666844	0.442017	0.0594459	0.684872	0.305365	0.225127	-0.131901	0.212204	0.119832	0.671127	0.480983	0.344551	0.669637	0.774242	0.106462	0.913692	-0.219065	0.750167	0.205007	0.0439971	0.0724383	0.106334	0.173079	0.0448426	0.0498167	0.180976	0.275712	0.0528032	0.395974	0.651945	0.957008	1.55771	0.403583	0.44835	1.62879	2.48141	0.475229	0.3082385
770	115.285	103.2631	12.02188	0.755042	0.51955	0.418712	0.557925	0.829819	0.606972	0.307387	0.872257	0.512797	0.335828	0.66044	0.845925	0.585122	0.321795	0.74887	-0.140307	0.242806	0.653537	0.4264	0.0667975	0.714996	0.305348	0.239563	-0.124667	0.187722	0.121545	0.669176	0.475715	0.337833	0.664806	0.768281	0.126921	0.923026	-0.278806	0.735985	0.223518	0.0450389	0.0748326	0.109849	0.164899	0.0390874	0.0514633	0.186958	0.273323	0.0545486	0.40535	0.673493	0.98864	1.48409	0.351786	0.46317	1.68262	2.45991	0.490937	0.3564124
780	112.7105	100.6416	12.06889	0.748646	0.544957	0.410825	0.664047	0.829155	0.622342	0.309416	0.864954	0.501078	0.336292	0.663332	0.8508	0.552045	0.36314	0.747515	-0.121002	0.217105	0.640552	0.392354	0.0952615	0.729394	0.330557	0.256947	-0.112401	0.219873	0.122503	0.659525	0.476047	0.376555	0.671519	0.764148	0.125996	0.918733	-0.271558	0.719065	0.184736	0.0431928	0.0726375	0.106627	0.160062	0.0379408	0.0499537	0.181474	0.29503	0.053083	0.388735	0.653737	0.95964	1.44056	0.341467	0.449583	1.63327	2.65527	0.477747	0.3400445
790	114.7864	102.7086	12.07774	0.72628	0.541565	0.415684	0.657172	0.848217	0.652855	0.253472	0.864791	0.457632	0.402515	0.658263	0.835784	0.575242	0.339285	0.730255	-0.109503	0.208846	0.633228	0.377075	0.0790988	0.712824	0.332874	0.258772	-0.0954492	0.227614	0.140686	0.696722	0.496846	0.408267	0.664739	0.766803	0.133671	0.923259	-0.264439	0.733165	0.161487	0.0379517	0.0795121	0.106288	0.159554	0.0378203	0.0497951	0.180898	0.296998	0.0511837	0.341565	0.715609	0.956592	1.43598	0.340383	0.448156	1.62808	2.67298	0.460653	0.3370484
800	109.0768	97.08795	11.98885	0.723405	0.567063	0.411634	0.619516	0.859497	0.642779	0.198542	0.867611	0.465491	0.403393	0.652722	0.806221	0.568715	0.35652	0.731595	-0.125891	0.186256	0.604751	0.398819	0.0813185	0.687008	0.37633	0.284646	-0.0853023	0.234765	0.161199	0.717805	0.471025	0.422697	0.68201	0.760029	0.132988	0.933323	-0.246497	0.725315	0.231578	0.0353043	0.0739657	0.0988738	0.148001	0.0364428	0.0463215	0.144254	0.369223	0.0476133	0.317739	0.665691	0.889864	1.33201	0.327986	0.416894	1.29829	3.32301	0.42852	0.368383
810	108.321	96.34429	11.97671	0.813653	0.56972	0.389407	0.624864	0.877807	0.650363	0.271492	0.868656	0.461495	0.387909	0.634886	0.792269	0.559359	0.377329	0.69622	-0.214713	0.183451	0.630523	0.412484	0.0440754	0.663901	0.344981	0.244131	-0.0613537	0.201425	0.134622	0.736164	0.526495	0.353333	0.684094	0.73361	0.159004	0.930777	-0.264439	0.693365	0.221305	0.0384406	0.0805364	0.12231	0.16485	0.0352909	0.0429449	0.181319	0.285593	0.0487158	0.345965	0.724827	1.10079	1.48365	0.317618	0.386504	1.63187	2.57034	0.438442	0.3728817
820	114.1634	102.1277	12.03565	0.758752	0.574165	0.365113	0.603756	0.850051	0.652135	0.275396	0.865374	0.393118	0.390079	0.634367	0.787055	0.561549	0.369265	0.69307	-0.228568	0.260246	0.619383	0.408284	0.0584014	0.68692	0.366069	0.244042	-0.0590498	0.168889	0.121254	0.73237	0.480444	0.357455	0.686932	0.731455	0.182397	0.934282	-0.263079	0.689965	0.231779	0.0424444	0.0778434	0.119859	0.163494	0.0345838	0.0417712	0.170732	0.301532	0.0477398	0.382	0.700591	1.07873	1.47145	0.311254	0.375941	1.53659	2.71379	0.429658	0.3515389
830	112.6793	100.6671	12.01216	0.742306	0.606353	0.316911	0.635554	0.860799	0.664901	0.252151	0.881288	0.384087	0.420698	0.619331	0.808647	0.518619	0.447237	0.690389	-0.225328	0.248592	0.624778	0.393947	0.103854	0.703859	0.355762	0.2579	-0.0548144	0.182989	0.106673	0.6903	0.500017	0.36601	0.69595	0.728519	0.20177	0.918067	-0.277349	0.698658	0.227732	0.04299	0.072739	0.12975	0.174669	0.0346203	0.042308	0.145096	0.305408	0.0524189	0.38691	0.654651	1.16775	1.57202	0.311583	0.380772	1.30587	2.74867	0.47177	0.3598951
840	108.7929	96.9116	11.88129	0.700882	0.583112	0.318289	0.639375	0.890099	0.683337	0.220906	0.880227	0.404405	0.429586	0.592263	0.789236	0.529146	0.367224	0.693379	-0.24682	0.246752	0.630667	0.397203	0.103738	0.722377	0.353086	0.291157	-0.0340902	0.214872	0.0964094	0.721029	0.515772	0.357464	0.687472	0.756471	0.173596	0.942494	-0.273618	0.750385	0.199986	0.0470806	0.0789789	0.140881	0.143495	0.0375901	0.0459374	0.157543	0.292059	0.0564356	0.423725	0.71081	1.26793	1.29145	0.338311	0.413436	1.41789	2.62853	0.507921	0.410216
850	112.5365	100.6528	11.88376	0.694622	0.616555	0.319076	0.635571	0.88745	0.687274	0.197935	0.904832	0.424708	0.39519	0.624481	0.789734	0.518137	0.382304	0.702707	-0.258197	0.275318	0.629507	0.393284	0.0943035	0.714175	0.390093	0.269868	-0.0390608	0.219643	0.0795539	0.737259	0.484772	0.334254	0.688057	0.761324	0.148669	0.940186	-0.282752	0.755791	0.192307	0.0517452	0.0748762	0.159186	0.157712	0.0288006	0.0524522	0.173152	0.235698	0.0663777	0.465707	0.673886	1.43267	1.41941	0.259205	0.47207	1.55837	2.12128	0.597399	0.4092045
